nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0438869	Yorgos Karamihos	1974	\N	actor,miscellaneous	tt2638144,tt0815190,tt5014882,tt0765451

nm0439239	Hanna-Mari Karhinen	1980	\N	actress	tt0168123,tt0369166

nm0439312	Niki Karimi	1971	\N	actress,director,writer	tt0470612,tt0111072,tt0114092,tt2085927

nm0439491	Karli	1977	\N	actress	tt0293519,tt0243453,tt0203111,tt0301445

nm0439828	Supriya Karnik	1975	\N	actress	tt0338477,tt2801992,tt0488798,tt5785200

nm0440286	Claudia Karvan	1972	\N	actress,writer,producer	tt0426741,tt0433362,tt1524415,tt0289825

nm0440459	Jonathan Kasdan	1979	\N	actor,writer,director	tt3778644,tt1763303,tt0285531,tt0419843

nm0440573	Shûji Kashiwabara	1978	\N	actor,composer	tt0130897,tt4623604,tt1592503,tt0448187

nm0440574	Takashi Kashiwabara	1977	\N	actor	tt0882739,tt0222199,tt0206074,tt0113703

nm0440859	Adam Kassen	1974	\N	producer,director,actor	tt2402569,tt0470732,tt5973888,tt1582248

nm0441003	Nikola Kastner	1983	\N	actress	tt0442908,tt1796960,tt2515180,tt3118090

nm0441161	Reiko Kataoka	1971	\N	actress,soundtrack	tt0119836,tt0113523,tt0266308,tt0290662

nm0441384	Natsuki Katô	1985	\N	actress	tt0485114,tt0338763,tt0482364,tt0497850

nm0441809	Naama Kates	1985	\N	actress,producer,director	tt1833881,tt0120686,tt4565668,tt0364845

nm0441964	Haruhiko Katô	1975	\N	actor	tt0286751,tt0332563,tt0991243,tt0244975

nm0442622	Rick Kavanian	1971	\N	actor,writer,producer	tt0248408,tt0349047,tt1802317,tt0426657

nm0442635	Ingrid Kavelaars	1971	\N	actress	tt0429422,tt0190174,tt0285531,tt0118480

nm0442873	Daijiro Kawaoka	1978	\N	actor	tt0467693,tt1556175,tt0498567,tt1473235

nm0443562	Shunsuke Kazama	1983	\N	actor	tt4273562,tt1798188,tt1587157,tt0247902

nm0443750	Lan Ke	1972	\N	actress,producer	tt4982684,tt2113822,tt0365402,tt3696086

nm0444146	Ronan Keating	1977	\N	soundtrack,actor,composer	tt1563738,tt0125439,tt0118689,tt1860238

nm0444248	Salim Kechiouche	1979	\N	actor	tt0380773,tt2278871,tt3062212,tt0340137

nm0444282	Karina Kecskés	1976	\N	actress	tt1492179,tt0388202,tt0183330,tt1056463

nm0444621	Monica Keena	1979	\N	actress,miscellaneous	tt0118300,tt0329101,tt0114924,tt1564368

nm0444676	Rory Keenan	1980	\N	actor,editor	tt0253556,tt0327679,tt1540133,tt3381008

nm0444819	Kirti Reddy	1978	\N	actress	tt0285958,tt0248547,tt0250774,tt0907619

nm0444832	Matt Keeslar	1972	\N	actor,writer,producer	tt0118111,tt0060196,tt0134084,tt0259153

nm0445060	Leonor Keil	1973	\N	actress	tt2693702,tt0097832,tt1556193,tt5031448

nm0445722	Melissa Keller	1978	\N	actress	tt0116000,tt0486572,tt1213825,tt0337741

nm0446465	Jean Louisa Kelly	1972	\N	actress,soundtrack	tt0098554,tt0247144,tt0113862,tt0478970

nm0446483	Jill Kelly	1971	\N	actress,producer,director	tt0124819,tt0124718,tt0102804,tt0117930

nm0446805	RaéVen Kelly	1985	\N	actress,producer,writer	tt0117913,tt0118276,tt0108551,tt0493093

nm0446935	Victoria Kelly	1973	\N	composer,music_department,actress	tt0380510,tt0388952,tt1721494,tt0779982

nm0447240	Kunal Khemu	1983	\N	actor,writer,music_department	tt2246595,tt0819810,tt2436516,tt1562859

nm0447695	Anna Kendrick	1985	\N	actress,soundtrack,music_department	tt1679335,tt1981677,tt1193138,tt2180411

nm0449466	Joey Kern	1976	\N	actor,writer,director	tt4855114,tt0247745,tt0303816,tt4986754

nm0450534	Peter Ketnath	1974	\N	actor,producer,writer	tt0806910,tt0373760,tt1410219,tt0250573

nm0450975	Konstantin Khabenskiy	1972	\N	actor,director,producer	tt0409904,tt0493464,tt1101026,tt0403358

nm0451122	Chulpan Khamatova	1975	\N	actress	tt0477337,tt0170259,tt0417319,tt0301357

nm0451379	Akshaye Khanna	1975	\N	actor,music_department	tt0118751,tt0292490,tt0326576,tt1017456

nm0451392	Rinke Khanna	1977	\N	actress	tt0347278,tt0330783,tt0275608,tt0355740

nm0451696	Elena Khmelnitskaya	1971	\N	actress	tt0265274,tt1283294,tt0372484,tt0103712

nm0452190	Gordan Kicic	1977	\N	actor,producer,writer	tt1887935,tt11081744,tt1446147,tt0996982

nm0452860	Rinko Kikuchi	1981	\N	actress,director,writer	tt0844286,tt0449467,tt1663662,tt3263614

nm0452962	Jewel Kilcher	1974	\N	soundtrack,actress,composer	tt0841046,tt0134154,tt0112697,tt0115963

nm0453115	Taran Killam	1982	\N	actor,soundtrack,writer	tt5689068,tt0072562,tt4000956,tt2024544

nm0453155	Cut Killer	1971	\N	actor,composer,soundtrack	tt0250744,tt1349856,tt0113247,tt7238392

nm0453489	Ill-Young Kim	1973	\N	actor	tt0811080,tt1043635,tt1186367,tt0938493

nm0453553	Jeong-hwa Kim	1983	\N	actress	tt0996948,tt0390043,tt2828696,tt4634542

nm0453554	Jung Hyun Kim	1976	\N	actor,animation_department	tt0359841,tt1630165,tt2693442,tt2819282

nm0453578	Ki-yeon Kim	1975	\N	actress	tt0293464,tt1559358,tt1846675,tt0375606

nm0453584	Kong Kam	1981	\N	actor	tt0157366,tt1220719,tt1535492,tt1883877

nm0453609	Min-Jung Kim	1982	\N	actress	tt1535490,tt0757194,tt0241073,tt7094780

nm0453612	Gyu-ri Kim	1979	\N	actress	tt0266075,tt1330206,tt4275654,tt0294252

nm0453640	Rae-won Kim	1981	\N	actor	tt0395140,tt7243750,tt4329922,tt0381838

nm0453704	Tae Yeon Kim	1976	\N	actress	tt0208995,tt0431504,tt1021098,tt0434972

nm0453705	Tae-woo Kim	1971	\N	actor	tt0260991,tt0835787,tt0419730,tt10808968

nm0453735	Yeo-jin Kim	1972	\N	actress	tt1861982,tt0409546,tt0317234,tt0255589

nm0453746	Yunjin Kim	1973	\N	actress	tt0341470,tt0192657,tt0411008,tt0997229

nm0453956	Poulad Kimiayi	1980	\N	actor,director,writer	tt7907808,tt2389120,tt0439612,tt5888276

nm0454064	Rachel Kimsey	1978	\N	actress,stunts	tt4844106,tt5419200,tt0208101,tt0069658

nm0454120	Takuya Kimura	1972	\N	actor,soundtrack	tt5084170,tt1477109,tt0483578,tt0212712

nm0454128	Yoshino Kimura	1976	\N	actress	tt0233910,tt0120120,tt0861689,tt1590089

nm0454435	Alison King	1973	\N	actress	tt0354318,tt0300471,tt0169438,tt0053494

nm0454825	Jason King	1974	\N	producer,director,actor	tt2962670,tt1021076,tt2962664,tt0294608

nm0454955	Kent King	1974	\N	actress,producer	tt0078638,tt0056758,tt1039251,tt0069658

nm0455262	Sean King	1975	\N	cinematographer,actor,camera_department	tt2137381,tt2414886,tt3338006,tt2920294

nm0455663	Laurence Kinlan	1983	\N	actor	tt0411195,tt0277941,tt0426501,tt1540133

nm0455993	Jessica Kiper	1979	\N	actress,writer	tt0497972,tt2021670,tt0238784,tt0162065

nm0457410	Ravi Kishan	1971	\N	actor	tt0374271,tt1334470,tt7180544,tt1395025

nm0458190	Kenneth Klaile	1984	\N	editor,editorial_department,actor	tt3517706,tt6577814,tt1748233,tt1734542

nm0458244	Johanna Klante	1976	\N	actress	tt0103487,tt1587668,tt0117931,tt0298552

nm0458315	Alisha Klass	1972	\N	actress,miscellaneous	tt0160852,tt0234850,tt0282750,tt0192703

nm0459397	Brandon Kleyla	1983	\N	actor,director,editor	tt0446025,tt0120684,tt3441404,tt1082591

nm0459570	Matthias Klimsa	1971	\N	actor,director,producer	tt1481601,tt1498753,tt0312097,tt1242314

nm0459585	Matthiew Klinck	1978	2016	producer,actor,cinematographer	tt0814131,tt2189752,tt0481532,tt0265222

nm0461136	Keira Knightley	1985	\N	actress,soundtrack,producer	tt0414387,tt0783233,tt2084970,tt0325980

nm0461163	Elina Knihtilä	1971	\N	actress,writer,production_designer	tt1188992,tt0472501,tt1673392,tt1189003

nm0461498	Beyoncé	1981	\N	soundtrack,actress,composer	tt0443489,tt1198138,tt0295178,tt6105098

nm0461925	So-Young Ko	1972	\N	actress	tt0158489,tt0342561,tt0291847,tt0360469

nm0461940	Lawrence Ko	1977	\N	actor	tt4484426,tt2011076,tt0808357,tt2417286

nm0462304	Garrison Koch	1974	\N	actor,executive	tt0451134,tt0308727,tt0460760,tt2374893

nm0462622	Hiro Koda	1974	\N	stunts,assistant_director,actor	tt0993842,tt1515091,tt4574334,tt7221388

nm0462706	Matthias Koeberlin	1974	\N	actor,soundtrack	tt1700257,tt0478300,tt0968993,tt0240371

nm0463495	Jakub Kohák	1974	\N	actor,director,writer	tt0344926,tt0310209,tt0356150,tt0307488

nm0464030	Jana Kolesárová	1976	\N	actress	tt3622134,tt0497334,tt0408790,tt4426846

nm0464109	Johan Kolinsky	1986	\N	actor,director	tt8728754,tt0332977,tt2241474,tt0110116

nm0464305	Yuri Kolokolnikov	1980	\N	actor,producer	tt1846589,tt1959563,tt2938956,tt2934404

nm0464593	Miyuki Komatsu	1971	\N	actress	tt0116390,tt0279112,tt0758742,tt0810827

nm0464637	Rena Komine	1980	\N	actress	tt0471223,tt0468879,tt0120547,tt0113834

nm0465160	Katsuyuki Konishi	1973	\N	actor,music_department	tt3208522,tt0948103,tt1869453,tt0275277

nm0465273	Maksim Konovalov	1975	\N	actor	tt1230207,tt1210363,tt1445857,tt0381936

nm0465546	Ricky Koole	1972	\N	actress	tt1138481,tt0116759,tt0194104,tt0116729

nm0465648	Kim van Kooten	1974	\N	actress,writer	tt0314502,tt0115067,tt1606789,tt2352230

nm0465929	Isha Koppikar	1976	\N	actress	tt0456500,tt0461936,tt0366985,tt1182937

nm0466274	Elena Korikova	1972	\N	actress	tt0112460,tt0853012,tt0129243,tt0292908

nm0466936	Baran Kosari	1985	\N	actress,costume_designer,writer	tt5216606,tt7901610,tt0855860,tt3508112

nm0467559	Kane Kosugi	1974	\N	actor,stunts,miscellaneous	tt0398913,tt3462696,tt2458106

nm0467668	Tato Kotetishvili	1987	\N	cinematographer,actor,director	tt2248964,tt8355636,tt5465642,tt3118664

nm0467787	Vance Kotrla	1978	\N	writer,director,actor	tt0218047,tt0383593,tt0404904,tt4585514

nm0468139	Aleksandra Kovac	1972	\N	composer,actress,music_department	tt5178964,tt7319312,tt10078462,tt5907796

nm0468511	Vanda Kovács	1971	\N	actress	tt0118906,tt0134230,tt5324938,tt0327115

nm0468746	Koyuki	1976	\N	actress,executive	tt0325710,tt0488870,tt0331834,tt0399866

nm0468802	Etsuko Kozakura	1971	\N	actress	tt2288938,tt0190641,tt0117876,tt3291680

nm0469315	Simona Krainová	1973	\N	actress	tt3868430,tt0186907,tt4790416,tt0112608

nm0469869	Jacob Krarup	1982	\N	producer,actor,composer	tt2275951,tt7487580,tt2780806,tt1148239

nm0470514	Nicolette Krebitz	1972	\N	actress,director,writer	tt0975676,tt0118682,tt4071086,tt0279885

nm0470828	Mikulás Kren	1972	\N	actor	tt0280486,tt0452668,tt0205422,tt0231001

nm0471601	Anders Baasmo Christiansen	1976	\N	actor	tt5248342,tt1711386,tt4353996,tt1613750

nm0471966	Stefan Krohmer	1971	\N	director,actor	tt0806679,tt0210565,tt0383356,tt0363065

nm0472277	Richard Kropf	1979	\N	writer,actor,director	tt5462886,tt9896964,tt7225566,tt5754602

nm0472666	Evgeniya Kryukova	1971	\N	actress	tt0158083,tt0366703,tt0483200,tt0103135

nm0472710	David Krumholtz	1978	\N	actor,producer,writer	tt0120831,tt0147800,tt4998350,tt1700841

nm0472855	Line Kruse	1975	\N	actress,soundtrack	tt1568815,tt0342492,tt3638488,tt0096116

nm0472891	Michelle Krusiec	1974	\N	actress,producer,director	tt0384504,tt1033643,tt1600194,tt2400463

nm0472979	Ruslan Vitryanyuk	1973	\N	producer,actor	tt0415981,tt0497701,tt1087832,tt0415940

nm0473577	Yôsuke Kubozuka	1979	\N	actor	tt0490215,tt0368855,tt0209631,tt0299937

nm0473873	Cherami Leigh	1988	\N	actress,producer,miscellaneous	tt1278469,tt3569356,tt0460792

nm0474025	Annika Kuhl	1975	\N	actress	tt0765432,tt1757720,tt1450651,tt2822400

nm0474354	Katja Küttner	1971	\N	actress,writer	tt0442973,tt1816979,tt1428453,tt0186780

nm0474492	Agata Kulesza	1971	\N	actress,writer	tt1135081,tt2718492,tt6543652,tt4834762

nm0474604	Mrinal Kulkarni	1971	\N	actress,director,writer	tt3903480,tt0473310,tt3360350,tt3175266

nm0474616	Mamta Kulkarni	1972	\N	actress	tt0113526,tt0210609,tt0275364,tt0116407

nm0474812	Inder Kumar	1973	2017	actor	tt0396255,tt0310254,tt0341458,tt1084972

nm0475365	Nina Kunzendorf	1971	\N	actress,soundtrack	tt1429390,tt2404425,tt2764784,tt0806910

nm0475752	Chiaki Kuriyama	1984	\N	actress,soundtrack	tt0266697,tt0378194,tt0266308,tt5084170

nm0475870	Rikiya Kurokawa	1975	\N	actor	tt0397317,tt0369641,tt0824406,tt0255195

nm0475900	Asuka Kurosawa	1971	\N	actress	tt1632547,tt0490215,tt0768120,tt0330904

nm0476011	Mehmet Kurtulus	1972	\N	actor,producer	tt2088003,tt0162426,tt0806910,tt0177858

nm0476211	Tsuyoshi Kusanagi	1974	\N	actor	tt0215993,tt0070447,tt0473064,tt1424045

nm0476217	Kôta Kusano	1977	\N	actor	tt7471530,tt4932514,tt0208178,tt0113922

nm0476239	Susa Kusche	1972	\N	producer,production_manager,actress	tt0497467,tt1608516,tt0337573,tt4279116

nm0476482	Kseniya Kutepova	1971	\N	actress	tt0226130,tt1047845,tt8664988,tt0372478

nm0476483	Polina Kutepova	1971	\N	actress	tt1513083,tt0372478,tt0195368,tt1197626

nm0476643	Matleena Kuusniemi	1973	\N	actress,script_department,soundtrack	tt4937942,tt2192580,tt4272442,tt0388318

nm0477127	Ryan Kwanten	1976	\N	actor,producer	tt1219342,tt0455760,tt0844441,tt1545660

nm0477165	Min-jung Kweon	1976	\N	actress	tt0291275,tt0296254,tt0291225,tt0253146

nm0477175	Monika Kwiatkowska	1975	\N	actress,miscellaneous,soundtrack	tt0380440,tt0230536,tt1972843,tt1135081

nm0478886	Ana de la Reguera	1977	\N	actress,producer,soundtrack	tt0409847,tt0866442,tt0457510,tt2707408

nm0479077	Arath de la Torre	1975	\N	actor	tt4138254,tt7368796,tt0283742,tt5321942

nm0479334	Paula Labaredas	1982	\N	actress,producer,writer	tt1693110,tt1634275,tt5235542,tt1618372

nm0479471	Shia LaBeouf	1986	\N	actor,director,producer	tt2713180,tt8151874,tt0418279,tt4364194

nm0479527	Tyler Labine	1978	\N	actor,producer,music_department	tt1453405,tt1318514,tt0454824,tt1465522

nm0479876	Modesto Lacen	1976	\N	actor,director,writer	tt5458128,tt2722322,tt5037290

nm0480016	Anabelle Lachatte	1972	\N	actress	tt0412888,tt0276617,tt0195551,tt0404532

nm0480465	Jordan Ladd	1975	\N	actress	tt0331953,tt0303816,tt1028528,tt0151738

nm0480850	Laurent Lafitte	1973	\N	actor,writer,director	tt0228786,tt0362225,tt1754656,tt3716530

nm0481218	Moa Lagercrantz	1979	\N	actress	tt0110324,tt0117645,tt0167345,tt0235928

nm0481687	Gigi Lai	1971	\N	actress,soundtrack	tt0116456,tt0284878,tt0101781,tt0117763

nm0481815	Chasey Lain	1971	\N	actress,director	tt0114608,tt0160591,tt0124819,tt0124718

nm0483200	Jonathan Lambert	1973	\N	actor,writer	tt4119154,tt0459067,tt1560993,tt1412316

nm0483576	Frank Lammers	1972	\N	actor,director,writer	tt0389557,tt0433686,tt4121866,tt8318702

nm0484202	James Lance	1975	\N	actor,writer,producer	tt0422720,tt1440732,tt1837613,tt1172570

nm0484678	Michael Landes	1972	\N	actor,producer	tt5663062,tt1800302,tt1407061,tt0947802

nm0486068	Allison Lange	1978	\N	actress,writer	tt1670375,tt0216620,tt0261199,tt0485782

nm0486472	Benoît Langlais	1983	\N	actor	tt2624626,tt0156859,tt0220955,tt2147731

nm0486627	Thomas Langmann	1971	\N	producer,actor,writer	tt1259014,tt0463872,tt0411272,tt1655442

nm0487242	Valentino Lanus	1975	\N	actor,producer,soundtrack	tt0244325,tt0298669,tt1149586,tt0888077

nm0487283	Delicia Lanza	1972	\N	actress	tt0274523,tt0253798

nm0487406	Daniel Lapaine	1971	\N	actor,director,writer	tt0110598,tt1790885,tt2085059,tt4374208

nm0487408	Tony LaPalio	1977	\N	actor,miscellaneous	tt0302472,tt0487949,tt0756334,tt1419845

nm0487609	Nicole LaPlaca	1986	\N	actress,miscellaneous	tt1753383,tt1071358,tt0455967,tt0306841

nm0487884	Alexandra Maria Lara	1978	\N	actress	tt1981128,tt1979320,tt0976051,tt0363163

nm0489170	Daniel Larsson	1975	\N	actor,soundtrack	tt4383196,tt0115360,tt3632248,tt4815672

nm0490013	Lee Latchford-Evans	1975	\N	actor,soundtrack	tt8694364,tt4173306,tt6864090,tt0854679

nm0490014	Irina Lachina	1972	\N	actress	tt2449884,tt1296082,tt0315847,tt0913039

nm0490395	Chloe Lattanzi	1986	\N	actress,soundtrack,composer	tt4405860,tt4474990,tt6298780,tt0283146

nm0491259	Mélanie Laurent	1983	\N	actress,director,writer	tt3365778,tt1670345,tt0361748,tt1532503

nm0491426	Lucie Laurier	1975	\N	actress	tt0090648,tt3578560,tt0479647,tt0260866

nm0492065	Timo Lavikainen	1974	\N	actor,soundtrack	tt7532294,tt1454505,tt5543600,tt0168123

nm0492345	Katrina Law	1985	\N	actress	tt2959536,tt4532368,tt1442449,tt2193021

nm0493257	Josh Lawson	1981	\N	actor,writer,director	tt6023474,tt1790886,tt1229340,tt2785032

nm0493521	Ana Layevska	1982	\N	actress,soundtrack	tt3005242,tt2111001,tt1049948

nm0495095	Sharon Leal	1972	\N	actress,soundtrack,producer	tt2205401,tt0443489,tt0247081,tt0906108

nm0495483	Anne-Catherine LeBeau	1975	\N	actress,miscellaneous	tt0380089,tt0178161,tt0854155,tt0250161

nm0495902	Derek Lebrero	1971	\N	actor,miscellaneous,director	tt0932936,tt2189120,tt0196155,tt1201133

nm0496806	Angelica Lee	1976	\N	actress,soundtrack,writer	tt0397229,tt0498311,tt0325655,tt0896815

nm0496815	Ann Lee	1980	\N	actress	tt0296229,tt0176242,tt0162450

nm0496826	Annie Lee	1977	\N	actress,producer,camera_department	tt1253853,tt1108857,tt0267379,tt1666352

nm0497420	Iain Lee	1973	\N	actor,soundtrack,writer	tt0437757,tt1098326,tt0183306,tt0294357

nm0497527	Ji-hyeon Lee	1978	\N	actress	tt1707238,tt0870958,tt0434850,tt2025526

nm0497630	Jung-hyun Lee	1980	\N	actress	tt3541262,tt0114119,tt5969696,tt4702528

nm0497631	Jung-jae Lee	1973	\N	actor,producer	tt0300525,tt2625030,tt3008014,tt3501416

nm0497641	Kang-i Lee	1981	\N	actress	tt3953600,tt0778009,tt0200689,tt7842690

nm0498146	Robinne Lee	1974	\N	actress,producer,writer	tt4477536,tt4465564,tt0386588,tt0271668

nm0498165	RonReaco Lee	1977	\N	actor,director	tt3231022,tt0372237,tt0097441,tt0286486

nm0498189	Sam Lee	1975	\N	actor,producer	tt2016940,tt0819765,tt0157366,tt0123328

nm0498449	Will Yun Lee	1971	\N	actor,producer	tt6470478,tt2231461,tt2126355,tt2261227

nm0498517	Andrew Lee Potts	1979	\N	actor,director,editor	tt4786824,tt0185906,tt0808096,tt4607112

nm0499203	Kier Legaspi	1973	\N	actor,soundtrack	tt0123251,tt0399989,tt0402270,tt0123995

nm0499323	Michael Legge	1978	\N	actor,director,writer	tt0194530,tt0145653,tt0377701,tt1545328

nm0499601	Mille Lehfeldt	1979	\N	actress,miscellaneous	tt3892996,tt1503116,tt0920458,tt1532448

nm0499899	Lotta Lehtikari	1974	\N	actress,soundtrack	tt0472501,tt0273386,tt0298317,tt2105419

nm0500614	Matthew Leitch	1975	\N	actor,producer,director	tt0468569,tt0185906,tt0276816,tt1492179

nm0500969	Jer Adrianne Lelliott	1982	\N	actor	tt0279600,tt0195489,tt0116669,tt0115083

nm0500976	Gilles Lellouche	1972	\N	actor,director,writer	tt0323683,tt0362225,tt0364517,tt7476116

nm0501168	Guillaume Lemay-Thivierge	1976	\N	actor,assistant_director,director	tt1517506,tt0790602,tt0094325,tt1466570

nm0501210	Kris Lemche	1978	\N	actor,producer	tt0135727,tt0210070,tt0414982,tt1514045

nm0501937	Tom Lenk	1976	\N	actor,producer,writer	tt0466342,tt1259521,tt0418279,tt0118276

nm0502232	Caro Lenssen	1983	\N	actress,soundtrack,miscellaneous	tt1691232,tt0320886,tt1167675,tt3471980

nm0502412	Edoardo Leo	1972	\N	actor,writer,director	tt1433802,tt3809308,tt4901306,tt2751576

nm0502671	Joshua Leonard	1975	\N	actor,writer,director	tt1355630,tt3061830,tt0185937,tt1334537

nm0502813	Marco Leonardi	1971	\N	actor,soundtrack	tt0095765,tt0103994,tt0285823,tt0465737

nm0504267	Jalil Lespert	1976	\N	actor,director,writer	tt0220726,tt0362225,tt0215277,tt0935030

nm0504642	Louis Leterrier	1973	\N	director,producer,actor	tt0342258,tt0293662,tt0800080,tt3381008

nm0504650	Aksel Leth	1988	\N	actor,assistant_director,writer	tt0296788,tt2341762,tt1973692,tt0371668

nm0504934	Edmond Leung	1971	\N	actor	tt0168260,tt0353078,tt0365712,tt0282264

nm0504942	Gigi Leung	1976	\N	actress,soundtrack	tt0215240,tt1990256,tt0261125,tt0367174

nm0504989	Sammuel Leung	1973	\N	actor,composer	tt1465840,tt0357185,tt0410433,tt1354553

nm0505180	Bill LeVasseur	1971	\N	actor,producer,casting_department	tt0451208,tt1238303,tt0331434,tt1190078

nm0505946	Sam Levine	1973	\N	writer,actor,director	tt0120855,tt3293184,tt2349440,tt1772341

nm0505949	Samm Levine	1982	\N	actor,producer,soundtrack	tt0277371,tt0361748,tt5669272,tt1524930

nm0506662	Julia Levy-Boeken	1985	\N	actress,soundtrack,producer	tt0816711,tt1319733,tt0285333,tt0460084

nm0506804	Blanca Lewin	1974	\N	actress	tt1672078,tt1229769,tt1941928,tt0474642

nm0506858	Malgorzata Lewinska	1971	\N	actress	tt0367103,tt0946628,tt1086360,tt0116154

nm0507320	Jazsmin Lewis	1976	\N	actress,producer	tt3628584,tt0303714,tt0337579,tt0457505

nm0507381	Johnny Lewis	1983	2012	actor	tt0758730,tt1017451,tt0361696,tt1124373

nm0508139	Selenis Leyva	1972	\N	actress,miscellaneous,music_department	tt1817273,tt0390221,tt2372162,tt2250912

nm0508356	Bingbing Li	1973	\N	actress,producer,visual_effects	tt4779682,tt1855325,tt2109248,tt0865556

nm0508877	Andrea Libman	1984	\N	actress,soundtrack,writer	tt4131800,tt2908228,tt3529198,tt1751105

nm0509264	Anders Danielsen Lie	1979	\N	actor,soundtrack	tt4714782,tt1736633,tt0827517,tt7280898

nm0509523	Jason Liebrecht	1973	\N	actor,miscellaneous,art_department	tt2140203,tt0243017,tt4235644,tt0477543

nm0510168	Shad Moss	1987	\N	actor,producer,soundtrack	tt0795461,tt0463985,tt0308506,tt0208003
